platform,text,date,author,url,reactions_count,comments_count,reposts_count,matched_query
Facebook,"A Veterans For Peace organization in Russia stands with members of both VFP-USA and the Global Network Against Weapons and Nuclear Power in Space (GN) in April 2019. 
The Global Network organized a peace delegation, the GN Russia Study Tour, to build relations with organizations in both nations. Here are many links to learn more about this trip:

Word from Russian VFP leader:
http://space4peace.blogspot.com/2019/05/words-from-russian-vfp-leader.html

Photos from the Russia Study Tour: 
http://space4peace.blogspot.com/2019/05/more-photos-from-russia-study-tour.html

A Russian Experience: 
http://thepeacereport.com/a-russian-experience/

Many of the presentations were filmed by Will Griffin from The Peace Report which you can watch here: 
https://www.youtube.com/channel/UCERzkkTQDW8zeLIUkpUuZCw/videos 

Global Network Russia Study Tour declaration: 
https://popularresistance.org/global-network-russia-study-tour-declaration/",,Veterans For Peace,https://www.facebook.com/veteransforpeace/posts/pfbid0VjZ4iP1djkduPcixTaXa63Y7F9xcm3N9yXurcpv4gnLazSEr1b5af4DBG8vu9q8dl,0,0,0,"""Russia stands for peace"""
Facebook,"🇺🇦✝️🇺🇸 Russia destroys churches, kills priests, and tries to erase faith—but Ukraine stands strong, defending freedom in all its forms.

Today, at the embassy, alongside Honorary Consul in Seattle Valeriy V. Goloborodko, we welcomed evangelical leaders from Washington state attending the National Prayer Breakfast. Together, we prayed for Ukraine, for strength, and for a just and lasting peace.",,Embassy of Ukraine in the USA / Посольство України в США,https://www.facebook.com/ukr.embassy.usa/posts/pfbid0Hr7M4wNQwVA15mwZVDZD5kdpyF4dhkEooCzBjogWkJX8jqL4uXGj7esswm5oFnCAl,0,0,0,"""Russia stands for peace"""
Facebook,"'Hungary stands READY to host peace talks once preparations are complete'

FM Szijjarto calls Trump meeting with Orban 'of great strategic importance' — Ukraine a key topic

Most pressing is sanction-free purchase of Russian oil — 'It's essential for Hungary's energy security'",,RT News,https://www.facebook.com/groups/320587414347884/permalink/765553213184633/,0,0,0,"""Russia stands for peace"""
Facebook,"#Nebenzia: Russia stands ready to partake in political & diplomatic efforts to settle the [Ukrainian] crisis.

👉Yet, it is important to understand that for peace to be truly lasting, all parties involved must take into account the new territorial realities that have emerged after Crimea & four other regions became part of the Russian Federation.

",,Постоянное представительство Российской Федерации при ООН в Нью-Йорке,https://www.facebook.com/RussiaUN/posts/pfbid02tq1oLswGkqWWvToegDKE1dHpSe85e9UiEQ9ewxivMszBCiGDf9njKpYQVFtV1RdAl,0,0,0,"""Russia stands for peace"""
Facebook,"‘Truth and justice are on our side’ – Putin
Russia remains an unbreakable barrier against Nazism, Russophobia, and anti-Semitism, the president has said 

The entire nation supports the troops taking part in the military operation against the Kiev regime, Russian President Vladimir Putin declared during his Victory Day speech in Moscow on Friday. The country stands as an unbreakable barrier against Nazism, Russophobia, and anti-Semitism, with “truth and justice on our side,” he added.

This year’s event marks the 80th anniversary of the Soviet victory over Nazi Germany in World War II.

Addressing an audience of veterans, military personnel, visiting foreign heads of state, and citizens, the president linked the Soviet Union’s historic fight against Nazism to Russia’s current military efforts.

Putin emphasized that the nation will continue to defend its sovereignty, values, and historical legacy against what he described as modern manifestations of aggressive and destructive ideologies. Moscow has long accused Kiev of adhering to Nazi ideology.

“Truth and justice are on our side. The whole of Russia, our society and all people support” our soldiers, the president said. He reminded that “Our fathers, grandfathers and great-grandfathers saved the Fatherland” and entrusted the current generation to defend it. “To be united, to firmly defend our national interests, our thousand-year history, culture, traditional values. Everything that is dear to us, that is sacred to us.”

Putin also warned against attempts to rewrite the history of World War II, vowing that Russia would preserve the truth about the Soviet Union’s decisive role in defeating Nazism.

“Our duty is to defend the honor of the Red Army soldiers and commanders, and the heroism of fighters of different ethnic backgrounds who will forever remain Russian soldiers in world history,” he said.

The president recalled the decisive Soviet victories in key World War II battles, including Moscow, Stalingrad, and Kursk, and paid tribute to the resilience of besieged cities such as Leningrad. He highlighted the shared sacrifices of all Soviet republics.

Concluding his address, Putin called on Russians to remain steadfast and united in the face of modern challenges, invoking the spirit of sacrifices that brought peace eight decades ago. “We honor every veteran of the Great Patriotic War and bow our heads in remembrance of all who gave their lives for Victory,” he said, as the country marked one of its most solemn and significant national holidays.",,Forbidden News ,https://www.facebook.com/fforbiddennews/posts/pfbid0rzD2RthrFBNN9MoDyenhmpzK9hBH8mKnTHsnvbgdVZ2u7G5NLoXRqbx951dMj4y7l,0,0,0,"""Russia stands for peace"""
Facebook,"US Secretary of State Antony Blinken has revealed that the US supplied a significant amount of weapons to Ukraine in the months leading up to the conflict with Russia. In an interview on The New York Times' podcast, ""The Interview,"" Blinken stated that the US saw the conflict coming and wanted to prepare Ukraine for it.

The US sent weapons like Stingers and Javelins to Ukraine starting September and December 2021, which Blinken claims were instrumental in preventing Russia from taking Kiev and overthrowing the country. However, Russia's leadership has maintained that their goals were demilitarization, denazification, and Kiev's acceptance of a neutral status and abandonment of its NATO aspirations ¹.

Russia has responded critically to Blinken's remarks, with senior diplomat Rodion Miroshnik suggesting that the US arming Ukraine was a pretext for Russia's special military operation. The situation remains tense, with ongoing tensions between Russia and Ukraine, and the international community continues to navigate the complex geopolitical landscape.",,Geopolitics Multipolarworld,https://www.facebook.com/groups/1363020850865159/permalink/1996875194146385/,0,0,0,"""denazification of Ukraine"""
Facebook,"Deputy Secretary of Russia’s Security Council Aleksei Shevtsov said that CIS and CSTO member states share Russia’s commitment to defending “traditional spiritual and moral values.” Speaking about Russia’s like-minded partners, Shevtsov also mentioned Georgia.

Aleksei Shevtsov: “Although the peoples and countries of the CIS are all different, we share many things in common. Above all, it is our commitment to traditional spiritual and moral values. One of the priorities of our foreign policy activity is to promote the image of the Russian Federation as a guardian and defender of traditional spiritual and moral values. In this regard, Russia has many like-minded partners among the CIS, BRICS, and CSTO countries.

The countries of the South Caucasus, like the CIS as a whole, are facing increasing pressure from Westerners seeking to impose their destructive values.

In Georgia, the authorities have found both the strength and the means to resist the onslaught on traditional ways of life and the attempts to introduce pseudo-values such as LGBT, which are completely incompatible with the peoples of the Caucasus.

Russian legislation that protects traditional values should also be applied across the CIS space, primarily as legislative experience. Our country’s main legal frameworks — the Constitution and the National Security Strategy — affirm this commitment to traditional values. There are also specific laws, such as those improving the regulation of non-profit organisations.”",,JAMnews English,https://www.facebook.com/JAMnewsInEnglish/posts/pfbid0L7bhxx54hH3Fq2tW5seorQfPcQ9H2cMH88tUfiT9Gha8ioApjufhwE9fxYA9WaDBl,0,0,0,"""Russia defends traditional values"""
Facebook,"While President Biden attacks traditional Christian ✝️ family values in America 🇺🇸,  President Putin defends Christian family values in Russia.

Media reaction is coming in following President Joe Biden’s perverse ceremony at the White House signing HR 8404, the DisRespect For Marriage Act, into law.

The Daily Signal publication quoted one leader as saying, “This gross attempt to redefine marriage allows radical activists to declare war on anyone that disagrees with them.”

The US Conference of Catholic Bishops said the bill “puts a giant target on people of the Christian faith.”

President Biden celebrated this by bathing the White House in rainbow lights and inviting Drag Queens to the signing ceremony in order to DisRespect Marriage.

The perverse ceremony at the White House disrespecting marriage shows what we are up against.   Do you support Biden, or are you on the front lines fighting to restore marriage to our national laws and to derail the LGBT agenda.

The Bible is against homosexual marriage.",,Sanadroug Bedros Hajian,https://www.facebook.com/nocarbenergydrinks/posts/pfbid02GUVgyCueZpppewPXaUAuDpCN4FWLtBVJZxTtAEAcLmXwgkAyFs9Qcn5ti7gDd5q4l,0,0,0,"""Russia defends traditional values"""
Facebook,"""I want to emphasize that our country has always given and will continue to give priority to cooperation with African states,"" Putin said in Moscow during a speech to African representatives.

""Our country is determined to continue building a full strategic partnership with our African friends, and we are ready to shape the global agenda together,"" the Russian president continued.

Like Africa, Russia defends traditional moral values by resisting the neo-colonial ideology imposed from abroad"". 

~ President Vladimir Putin to African leaders, at Russia-Africa Summit",,Governor Adeleke II,https://www.facebook.com/governor.adeleke.ii/posts/pfbid0F9B9QwTNiCcuG4RzXaiNuPJn5iTB8LmyUGmnGdCrqwDTuwaNmoDzRT6LsLxXK962l,0,0,0,"""Russia defends traditional values"""
Facebook,"🇷🇺🇻🇳 From the speech of Russian President Vladimir Putin at a meeting with graduates of Soviet and Russian universities in Hanoi:

 💬 In Russia, the courage, fortitude, and heroism of the Vietnamese in the struggle for their independence, as well as the hard work of the Vietnamese people, who with honor went through the most difficult trials, defended the independence and freedom of their Fatherland, their vibrant culture and rich historical heritage, have always evoked sincere respect.

 ❗️ I believe that the fight for one’s historical roots, for one’s traditional values ​​is an extremely important aspect for any state, for any country and for any people who want to survive as such and preserve their identity.  This brings the peoples of our two countries together, and we are proud that in your glorious heroic victories there is also our contribution - the contribution of the Soviet Union, which did a lot for the restoration of Vietnam: for the development of its economic and defense potential, for solving pressing social problems, for training highly qualified  personnel of various specialties.

 I am confident that, relying on the strong traditions of friendship and mutual assistance, we will continue to consistently develop the Russian-Vietnamese partnership, set new ambitious goals and objectives, and will certainly achieve success.

 #RussiaVietnam",,BRICS investment,https://www.facebook.com/permalink.php?story_fbid=pfbid0XB6iZRPDwMcDmMEdR2e9Yx7c7upW3btdJ6kzxhJfs2MofVUZmkNjTgp8HJ86nhhkl&id=61550669615571,0,0,0,"""Russia defends traditional values"""
